Subj,Form,Target,Block,Trial,AnsTarg,Accuracy,AnsCat,AnsCatOrig,ParGroup,Age,Months,SSIQ,Gender
84,B,G,2,5,G,1,Noun,Noun,TD,5.916666667,71,155.7852473,M
84,B,B,2,6,B,1,Noun,Noun,TD,5.916666667,71,155.7852473,M
84,B,E,2,7,E,1,Kin Term,Kin Term,TD,5.916666667,71,155.7852473,M
84,B,C,2,8,C,1,Personal Name,Personal Name,TD,5.916666667,71,155.7852473,M
85,A,E,1,1,E,1,Occupational Title,Occupational Title,TD,6.75,81,114.9168682,M
85,A,G,1,2,G,1,Noun,Noun,TD,6.75,81,114.9168682,M
85,A,C,1,3,C,1,Personal Name,Personal Name,TD,6.75,81,114.9168682,M
85,A,B,1,4,B,1,Noun,Noun,TD,6.75,81,114.9168682,M
85,A,C,2,5,C,1,Personal Name,Personal Name,TD,6.75,81,114.9168682,M
85,A,E,2,6,E,1,Kin Term,Kin Term,TD,6.75,81,114.9168682,M
85,A,B,2,7,B,1,Noun,Noun,TD,6.75,81,114.9168682,M
85,A,G,2,8,G,1,Noun,Noun,TD,6.75,81,114.9168682,M
86,B,C,1,1,C,1,Personal Name,Personal Name,TD,6.416666667,77,109.1921949,M
86,B,E,1,2,E,1,Occupational Title,Occupational Title,TD,6.416666667,77,109.1921949,M
86,B,B,1,3,B,1,Noun,Noun,TD,6.416666667,77,109.1921949,M
86,B,G,1,4,G,1,Noun,Noun,TD,6.416666667,77,109.1921949,M
86,B,G,2,5,G,1,Noun,Noun,TD,6.416666667,77,109.1921949,M
86,B,B,2,6,B,1,Noun,Noun,TD,6.416666667,77,109.1921949,M
86,B,E,2,7,E,1,Kin + Name,Kin + Name,TD,6.416666667,77,109.1921949,M
86,B,C,2,8,C,1,Personal Name,Personal Name,TD,6.416666667,77,109.1921949,M
87,A,E,1,1,E,1,Occupational Title,Occupational Title,TD,5.916666667,71,119.2232735,M
87,A,G,1,2,G,1,Noun,Noun,TD,5.916666667,71,119.2232735,M
87,A,C,1,3,C,1,Personal Name,Personal Name,TD,5.916666667,71,119.2232735,M
87,A,B,1,4,B,1,Noun,Noun,TD,5.916666667,71,119.2232735,M
87,A,C,2,5,C,1,Personal Name,Personal Name,TD,5.916666667,71,119.2232735,M
87,A,E,2,6,E,1,Occupational Title,Occupational Title,TD,5.916666667,71,119.2232735,M
87,A,B,2,7,B,1,Noun,Noun,TD,5.916666667,71,119.2232735,M
87,A,G,2,8,G,1,Noun,Noun,TD,5.916666667,71,119.2232735,M
88,B,C,1,1,C,1,Personal Pronoun,Personal Pronoun,TD,6.25,75,113.1684444,M
88,B,E,1,2,E,1,Occupational Title,Occupational Title,TD,6.25,75,113.1684444,M
88,B,B,1,3,B,1,Noun,Noun,TD,6.25,75,113.1684444,M
88,B,G,1,4,G,1,Noun,Noun,TD,6.25,75,113.1684444,M
88,B,G,2,5,G,1,Noun,Noun,TD,6.25,75,113.1684444,M
88,B,B,2,6,B,1,Noun,Noun,TD,6.25,75,113.1684444,M
88,B,E,2,7,E,1,Kin Term,Kin Term,TD,6.25,75,113.1684444,M
88,B,C,2,8,C,1,Personal Pronoun,Personal Pronoun,TD,6.25,75,113.1684444,M
89,C,G,1,1,C,0,Personal Name,Personal Name,TD,6.25,75,107.015482,M
89,C,B,1,2,B,1,Noun,Noun,TD,6.25,75,107.015482,M
89,C,E,1,3,E,1,Occupational Title,Occupational Title,TD,6.25,75,107.015482,M
89,C,C,1,4,C,1,Personal Pronoun,Personal Pronoun,TD,6.25,75,107.015482,M
89,C,E,2,5,E,1,Kin Term,Kin Term,TD,6.25,75,107.015482,M
89,C,G,2,6,G,1,Noun,Noun,TD,6.25,75,107.015482,M
89,C,C,2,7,C,1,Personal Pronoun,Personal Pronoun,TD,6.25,75,107.015482,M
89,C,B,2,8,B,1,Noun,Noun,TD,6.25,75,107.015482,M
90,A,E,1,1,E,1,Occupational Title,Occupational Title,TD,6.666666667,80,107.015482,M
90,A,G,1,2,G,1,Noun,Noun,TD,6.666666667,80,107.015482,M
90,A,C,1,3,C,1,Reflexive Pronoun,Reflexive Pronoun,TD,6.666666667,80,107.015482,M
90,A,B,1,4,B,1,Noun,Noun,TD,6.666666667,80,107.015482,M
90,A,C,2,5,C,1,Reflexive Pronoun,Reflexive Pronoun,TD,6.666666667,80,107.015482,M
90,A,E,2,6,E,1,Occupational Title,Occupational Title,TD,6.666666667,80,107.015482,M
90,A,B,2,7,B,1,Noun,Noun,TD,6.666666667,80,107.015482,M
90,A,G,2,8,G,1,Noun,Noun,TD,6.666666667,80,107.015482,M
91,B,C,1,1,C,1,Personal Pronoun,Personal Pronoun,TD,6,72,134.8952181,M
91,B,E,1,2,E,1,Occupational Title,Occupational Title,TD,6,72,134.8952181,M
91,B,B,1,3,B,1,Noun,Noun,TD,6,72,134.8952181,M
91,B,G,1,4,G,1,Noun,Noun,TD,6,72,134.8952181,M
91,B,G,2,5,G,1,Noun,Noun,TD,6,72,134.8952181,M
91,B,B,2,6,B,1,Noun,Noun,TD,6,72,134.8952181,M
91,B,E,2,7,E,1,Occupational Title,Occupational Title,TD,6,72,134.8952181,M
91,B,C,2,8,C,1,Personal Pronoun,Personal Pronoun,TD,6,72,134.8952181,M
92,C,G,1,1,G,1,Noun,Noun,TD,6.583333333,79,120.1113255,M
92,C,B,1,2,B,1,Noun,Noun,TD,6.583333333,79,120.1113255,M
92,C,E,1,3,E,1,Occupational Title,Occupational Title,TD,6.583333333,79,120.1113255,M
92,C,C,1,4,C,1,Personal Name,Personal Name,TD,6.583333333,79,120.1113255,M
92,C,E,2,5,E,1,Kin Term,Kin Term,TD,6.583333333,79,120.1113255,M
92,C,G,2,6,G,1,Noun,Noun,TD,6.583333333,79,120.1113255,M
92,C,C,2,7,C,1,Personal Name,Personal Name,TD,6.583333333,79,120.1113255,M
92,C,B,2,8,B,1,Noun,Noun,TD,6.583333333,79,120.1113255,M
93,A,E,1,1,E,1,Occupational Title,Occupational Title,TD,6.166666667,74,155.7852473,F
93,A,G,1,2,G,1,Noun,Noun,TD,6.166666667,74,155.7852473,F
93,A,C,1,3,C,1,Personal Pronoun,Personal Pronoun,TD,6.166666667,74,155.7852473,F
93,A,B,1,4,B,1,Noun,Noun,TD,6.166666667,74,155.7852473,F
93,A,C,2,5,C,1,Personal Pronoun,Personal Pronoun,TD,6.166666667,74,155.7852473,F
93,A,E,2,6,E,1,Kin + Name,Kin + Name,TD,6.166666667,74,155.7852473,F
93,A,B,2,7,B,1,Noun,Noun,TD,6.166666667,74,155.7852473,F
93,A,G,2,8,G,1,Noun,Noun,TD,6.166666667,74,155.7852473,F
94,B,C,1,1,C,1,Personal Pronoun,Personal Pronoun,TD,5.833333333,70,134.8952181,F
94,B,E,1,2,E,1,Occupational Title,Occupational Title,TD,5.833333333,70,134.8952181,F
94,B,B,1,3,B,1,Noun,Noun,TD,5.833333333,70,134.8952181,F
94,B,G,1,4,G,1,Noun,Noun,TD,5.833333333,70,134.8952181,F
94,B,G,2,5,G,1,Noun,Noun,TD,5.833333333,70,134.8952181,F
94,B,B,2,6,B,1,Noun,Noun,TD,5.833333333,70,134.8952181,F
94,B,E,2,7,E,1,Kin Term,Kin Term,TD,5.833333333,70,134.8952181,F
94,B,C,2,8,C,1,Personal Pronoun,Personal Pronoun,TD,5.833333333,70,134.8952181,F
95,A,E,1,1,E,1,Occupational Title,Occupational Title,TD,6.083333333,73,118.3979218,M
95,A,G,1,2,G,1,Noun,Noun,TD,6.083333333,73,118.3979218,M
95,A,C,1,3,C,1,Personal Pronoun,Personal Pronoun,TD,6.083333333,73,118.3979218,M
95,A,B,1,4,B,1,Noun,Noun,TD,6.083333333,73,118.3979218,M
95,A,C,2,5,C,1,Personal Pronoun,Personal Pronoun,TD,6.083333333,73,118.3979218,M
95,A,E,2,6,E,1,Occupational Title,Occupational Title,TD,6.083333333,73,118.3979218,M
95,A,B,2,7,B,1,Noun,Noun,TD,6.083333333,73,118.3979218,M
95,A,G,2,8,G,1,Noun,Noun,TD,6.083333333,73,118.3979218,M
96,B,C,1,1,C,1,Personal Pronoun,Personal Pronoun,TD,6.416666667,77,128.2119041,M
96,B,E,1,2,E,1,Occupational Title,Occupational Title,TD,6.416666667,77,128.2119041,M
96,B,B,1,3,B,1,Noun,Noun,TD,6.416666667,77,128.2119041,M
96,B,G,1,4,G,1,Noun,Noun,TD,6.416666667,77,128.2119041,M
96,B,G,2,5,G,1,Noun,Noun,TD,6.416666667,77,128.2119041,M
96,B,B,2,6,B,1,Noun,Noun,TD,6.416666667,77,128.2119041,M
96,B,E,2,7,E,1,Kin + Name,Kin + Name,TD,6.416666667,77,128.2119041,M
96,B,C,2,8,C,1,Personal Pronoun,Personal Pronoun,TD,6.416666667,77,128.2119041,M
97,C,G,1,1,G,1,Noun,Noun,TD,6.416666667,77,111.5828982,F
97,C,B,1,2,B,1,Noun,Noun,TD,6.416666667,77,111.5828982,F
97,C,E,1,3,E,1,Occupational Title,Occupational Title,TD,6.416666667,77,111.5828982,F
97,C,C,1,4,C,1,Personal Pronoun,Personal Pronoun,TD,6.416666667,77,111.5828982,F
97,C,E,2,5,E,1,Occupational Title,Occupational Title,TD,6.416666667,77,111.5828982,F
97,C,G,2,6,G,1,Noun,Noun,TD,6.416666667,77,111.5828982,F
97,C,C,2,7,C,1,Personal Pronoun,Personal Pronoun,TD,6.416666667,77,111.5828982,F
97,C,B,2,8,B,1,Noun,Noun,TD,6.416666667,77,111.5828982,F
