Subj,Form,Target,Block,Trial,Accuracy,NewAcc,AnsCat,ParGroup,Grade,Months,IQ,Handedness,Gender
93,C,M,2,3,1,1,Nouns,TD,3,107,36,R,M
93,C,C,2,4,1,1,Personal pronouns,TD,3,107,36,R,M
93,C,B,2,5,1,1,Nouns,TD,3,107,36,R,M
94,A,E,1,1,1,1,Kin terms,TD,3,108,40,R,M
94,A,G,1,2,1,1,Personal pronouns,TD,3,108,40,R,M
94,A,M,1,3,1,1,Personal pronouns,TD,3,108,40,R,M
94,A,C,1,4,1,1,Personal pronouns,TD,3,108,40,R,M
94,A,B,1,5,1,1,Personal pronouns,TD,3,108,40,R,M
94,A,C,2,1,1,1,Personal pronouns,TD,3,108,40,R,M
94,A,M,2,2,1,1,Personal pronouns,TD,3,108,40,R,M
94,A,E,2,3,1,1,Kin terms,TD,3,108,40,R,M
94,A,B,2,4,1,1,Personal pronouns,TD,3,108,40,R,M
94,A,G,2,5,1,1,Personal pronouns,TD,3,108,40,R,M
95,B,C,1,1,1,1,Personal pronouns,TD,3,103,14,R,M
95,B,M,1,2,1,1,Nouns,TD,3,103,14,R,M
95,B,E,1,3,1,1,Occu,TD,3,103,14,R,M
95,B,B,1,4,1,1,Nouns,TD,3,103,14,R,M
95,B,G,1,5,1,1,Nouns,TD,3,103,14,R,M
95,B,B,2,1,1,1,Nouns,TD,3,103,14,R,M
95,B,E,2,2,1,1,Occu,TD,3,103,14,R,M
95,B,C,2,3,1,1,Personal pronouns,TD,3,103,14,R,M
95,B,G,2,4,1,1,Nouns,TD,3,103,14,R,M
95,B,M,2,5,1,1,Nouns,TD,3,103,14,R,M
96,C,B,1,1,1,1,Kin terms,TD,3,94,37,R,M
96,C,E,1,2,1,1,Occu,TD,3,94,37,R,M
96,C,C,1,3,1,1,Personal names,TD,3,94,37,R,M
96,C,G,1,4,1,1,Nouns,TD,3,94,37,R,M
96,C,M,1,5,1,1,Nouns,TD,3,94,37,R,M
96,C,E,2,1,1,1,Occu,TD,3,94,37,R,M
96,C,G,2,2,1,1,Nouns,TD,3,94,37,R,M
96,C,M,2,3,1,1,Nouns,TD,3,94,37,R,M
96,C,C,2,4,1,1,Personal names,TD,3,94,37,R,M
96,C,B,2,5,1,1,Nouns,TD,3,94,37,R,M
97,A,E,1,1,1,1,Kin terms,TD,3,98,8,R,M
97,A,G,1,2,1,1,Nouns,TD,3,98,8,R,M
97,A,M,1,3,1,1,Nouns,TD,3,98,8,R,M
97,A,C,1,4,1,1,Personal pronouns,TD,3,98,8,R,M
97,A,B,1,5,1,1,Nouns,TD,3,98,8,R,M
97,A,C,2,1,1,1,Personal pronouns,TD,3,98,8,R,M
97,A,M,2,2,1,1,Nouns,TD,3,98,8,R,M
97,A,E,2,3,1,1,Kin terms,TD,3,98,8,R,M
97,A,B,2,4,0,0,Personal pronouns,TD,3,98,8,R,M
97,A,G,2,5,0,0,Nouns,TD,3,98,8,R,M
98,B,C,1,1,1,1,Personal pronouns,TD,3,104,44,R,M
98,B,M,1,2,1,1,Nouns,TD,3,104,44,R,M
98,B,E,1,3,1,1,Occu,TD,3,104,44,R,M
98,B,B,1,4,1,1,Nouns,TD,3,104,44,R,M
98,B,G,1,5,1,1,Nouns,TD,3,104,44,R,M
98,B,B,2,1,1,1,Nouns,TD,3,104,44,R,M
98,B,E,2,2,1,1,Occu,TD,3,104,44,R,M
98,B,C,2,3,1,1,Personal pronouns,TD,3,104,44,R,M
98,B,G,2,4,1,1,Nouns,TD,3,104,44,R,M
98,B,M,2,5,1,1,Nouns,TD,3,104,44,R,M
99,C,B,1,1,1,1,Nouns,TD,3,101,43,R,M
99,C,E,1,2,1,1,Kin terms,TD,3,101,43,R,M
99,C,C,1,3,1,1,Personal pronouns,TD,3,101,43,R,M
99,C,G,1,4,1,1,Nouns,TD,3,101,43,R,M
99,C,M,1,5,1,1,Nouns,TD,3,101,43,R,M
99,C,E,2,1,1,1,Kin terms,TD,3,101,43,R,M
99,C,G,2,2,1,1,Nouns,TD,3,101,43,R,M
99,C,M,2,3,1,1,Nouns,TD,3,101,43,R,M
99,C,C,2,4,1,1,Personal pronouns,TD,3,101,43,R,M
99,C,B,2,5,1,1,Nouns,TD,3,101,43,R,M
100,A,E,1,1,1,1,Occu,TD,3,107,34,R,M
100,A,G,1,2,1,1,Nouns,TD,3,107,34,R,M
100,A,M,1,3,1,1,Nouns,TD,3,107,34,R,M
100,A,C,1,4,1,1,Personal names,TD,3,107,34,R,M
100,A,B,1,5,1,1,Nouns,TD,3,107,34,R,M
100,A,C,2,1,1,1,Personal names,TD,3,107,34,R,M
100,A,M,2,2,1,1,Nouns,TD,3,107,34,R,M
100,A,E,2,3,1,1,Occu,TD,3,107,34,R,M
100,A,B,2,4,1,1,Nouns,TD,3,107,34,R,M
100,A,G,2,5,1,1,Nouns,TD,3,107,34,R,M
101,B,C,1,1,1,1,Nouns,TD,3,98,21,R,M
101,B,M,1,2,1,1,Nouns,TD,3,98,21,R,M
101,B,E,1,3,1,1,Kin terms,TD,3,98,21,R,M
101,B,B,1,4,1,1,Nouns,TD,3,98,21,R,M
101,B,G,1,5,1,1,Nouns,TD,3,98,21,R,M
101,B,B,2,1,1,1,Nouns,TD,3,98,21,R,M
101,B,E,2,2,1,1,Kin terms,TD,3,98,21,R,M
101,B,C,2,3,1,1,Kin terms,TD,3,98,21,R,M
101,B,G,2,4,1,1,Nouns,TD,3,98,21,R,M
101,B,M,2,5,1,1,Nouns,TD,3,98,21,R,M
102,C,B,1,1,1,1,Nouns,TD,3,108,38,R,M
102,C,E,1,2,1,1,Occu,TD,3,108,38,R,M
102,C,C,1,3,1,1,Personal names,TD,3,108,38,R,M
102,C,G,1,4,1,1,Nouns,TD,3,108,38,R,M
102,C,M,1,5,1,1,Nouns,TD,3,108,38,R,M
102,C,E,2,1,1,1,Occu,TD,3,108,38,R,M
102,C,G,2,2,1,1,Nouns,TD,3,108,38,R,M
102,C,M,2,3,1,1,Nouns,TD,3,108,38,R,M
102,C,C,2,4,1,1,Personal names,TD,3,108,38,R,M
102,C,B,2,5,1,1,Nouns,TD,3,108,38,R,M
103,A,E,1,1,1,1,Occu,TD,3,99,39,R,M
103,A,G,1,2,1,1,Nouns,TD,3,99,39,R,M
103,A,M,1,3,1,1,Nouns,TD,3,99,39,R,M
103,A,C,1,4,1,1,Personal pronouns,TD,3,99,39,R,M
103,A,B,1,5,1,1,Nouns,TD,3,99,39,R,M
103,A,C,2,1,1,1,Personal pronouns,TD,3,99,39,R,M
103,A,M,2,2,1,1,Nouns,TD,3,99,39,R,M
103,A,E,2,3,1,1,Occu,TD,3,99,39,R,M
103,A,B,2,4,1,1,Nouns,TD,3,99,39,R,M
103,A,G,2,5,1,1,Nouns,TD,3,99,39,R,M
