Subj,Form,Item,Phase,Block,Word,Target,Person,Answer,Accuracy,Repeat,ParGroup,Age,Months,SSIQ,Gender,Grade
27,A,16,3,2,th7:,G,3,G,1,0,ASD,10.83333333,130,109.1921949,M,5
27,A,17,3,2,phi:,E,1,E,1,0,ASD,10.83333333,130,109.1921949,M,5
27,A,18,3,2,phom,C,2,C,1,0,ASD,10.83333333,130,109.1921949,M,5
27,A,19,4,1,kha:,E,1,C,0,0,ASD,10.83333333,130,109.1921949,M,5
27,A,20,4,1,th7:,G,3,G,1,0,ASD,10.83333333,130,109.1921949,M,5
27,A,21,4,1,phi:,E,1,E,1,0,ASD,10.83333333,130,109.1921949,M,5
27,A,22,4,2,th7:,G,3,G,1,0,ASD,10.83333333,130,109.1921949,M,5
27,A,23,4,2,phi:,E,1,E,1,0,ASD,10.83333333,130,109.1921949,M,5
27,A,24,4,2,kha:,E,1,C,0,0,ASD,10.83333333,130,109.1921949,M,5
28,B,1,1,1,phi:,E,1,E,1,0,ASD,12.41666667,149,96.97159781,M,6
28,B,2,1,1,phom,C,2,C,1,0,ASD,12.41666667,149,96.97159781,M,6
28,B,3,1,1,th7:,G,3,G,1,0,ASD,12.41666667,149,96.97159781,M,6
28,B,4,1,2,phom,C,2,C,1,0,ASD,12.41666667,149,96.97159781,M,6
28,B,5,1,2,th7:,G,3,E,0,0,ASD,12.41666667,149,96.97159781,M,6
28,B,6,1,2,phi:,E,1,E,1,0,ASD,12.41666667,149,96.97159781,M,6
28,B,7,2,1,khun,C,2,C,1,0,ASD,12.41666667,149,96.97159781,M,6
28,B,8,2,1,kha:,E,1,E,1,0,ASD,12.41666667,149,96.97159781,M,6
28,B,9,2,1,khaw,B,3,B,1,0,ASD,12.41666667,149,96.97159781,M,6
28,B,10,2,2,kha:,E,1,E,1,0,ASD,12.41666667,149,96.97159781,M,6
28,B,11,2,2,khaw,B,3,B,1,0,ASD,12.41666667,149,96.97159781,M,6
28,B,12,2,2,khun,C,2,C,1,0,ASD,12.41666667,149,96.97159781,M,6
28,B,13,3,1,phi:,E,1,E,1,0,ASD,12.41666667,149,96.97159781,M,6
28,B,14,3,1,kha:,E,1,C,0,0,ASD,12.41666667,149,96.97159781,M,6
28,B,15,3,1,th7:,G,3,G,1,0,ASD,12.41666667,149,96.97159781,M,6
28,B,16,3,2,kha:,E,1,C,0,0,ASD,12.41666667,149,96.97159781,M,6
28,B,17,3,2,th7:,G,3,E,0,0,ASD,12.41666667,149,96.97159781,M,6
28,B,18,3,2,phi:,E,1,E,1,0,ASD,12.41666667,149,96.97159781,M,6
28,B,19,4,1,phom,C,2,C,1,0,ASD,12.41666667,149,96.97159781,M,6
28,B,20,4,1,khun,C,2,C,1,0,ASD,12.41666667,149,96.97159781,M,6
28,B,21,4,1,khaw,B,3,E,0,0,ASD,12.41666667,149,96.97159781,M,6
28,B,22,4,2,khun,C,2,C,1,0,ASD,12.41666667,149,96.97159781,M,6
28,B,23,4,2,khaw,B,3,E,0,0,ASD,12.41666667,149,96.97159781,M,6
28,B,24,4,2,phom,C,2,C,1,0,ASD,12.41666667,149,96.97159781,M,6
29,A,1,1,1,kha:,E,1,C,0,1,ASD,13,156,104.5822118,M,6
29,A,2,1,1,khaw,B,3,G,0,0,ASD,13,156,104.5822118,M,6
29,A,3,1,1,khun,C,2,C,1,0,ASD,13,156,104.5822118,M,6
29,A,4,1,2,khaw,B,3,G,0,0,ASD,13,156,104.5822118,M,6
29,A,5,1,2,khun,C,2,C,1,1,ASD,13,156,104.5822118,M,6
29,A,6,1,2,kha:,E,1,E,1,0,ASD,13,156,104.5822118,M,6
29,A,7,2,1,khun,C,2,C,1,0,ASD,13,156,104.5822118,M,6
29,A,8,2,1,khaw,B,3,G,0,0,ASD,13,156,104.5822118,M,6
29,A,9,2,1,phom,C,2,C,1,0,ASD,13,156,104.5822118,M,6
29,A,10,2,2,khaw,B,3,B,1,0,ASD,13,156,104.5822118,M,6
29,A,11,2,2,phom,C,2,C,1,0,ASD,13,156,104.5822118,M,6
29,A,12,2,2,khun,C,2,C,1,0,ASD,13,156,104.5822118,M,6
29,A,13,3,1,phom,C,2,C,1,0,ASD,13,156,104.5822118,M,6
29,A,14,3,1,th7:,G,3,G,1,1,ASD,13,156,104.5822118,M,6
29,A,15,3,1,phi:,E,1,E,1,0,ASD,13,156,104.5822118,M,6
29,A,16,3,2,th7:,G,3,G,1,1,ASD,13,156,104.5822118,M,6
29,A,17,3,2,phi:,E,1,E,1,0,ASD,13,156,104.5822118,M,6
29,A,18,3,2,phom,C,2,C,1,0,ASD,13,156,104.5822118,M,6
29,A,19,4,1,kha:,E,1,E,1,0,ASD,13,156,104.5822118,M,6
29,A,20,4,1,th7:,G,3,G,1,0,ASD,13,156,104.5822118,M,6
29,A,21,4,1,phi:,E,1,E,1,0,ASD,13,156,104.5822118,M,6
29,A,22,4,2,th7:,G,3,G,1,0,ASD,13,156,104.5822118,M,6
29,A,23,4,2,phi:,E,1,E,1,0,ASD,13,156,104.5822118,M,6
29,A,24,4,2,kha:,E,1,E,1,0,ASD,13,156,104.5822118,M,6
30,B,1,1,1,phi:,E,1,E,1,1,ASD,12.33333333,148,119.2232735,M,6
30,B,2,1,1,phom,C,2,C,1,0,ASD,12.33333333,148,119.2232735,M,6
30,B,3,1,1,th7:,G,3,C,0,0,ASD,12.33333333,148,119.2232735,M,6
30,B,4,1,2,phom,C,2,C,1,0,ASD,12.33333333,148,119.2232735,M,6
30,B,5,1,2,th7:,G,3,E,0,0,ASD,12.33333333,148,119.2232735,M,6
30,B,6,1,2,phi:,E,1,E,1,0,ASD,12.33333333,148,119.2232735,M,6
30,B,7,2,1,khun,C,2,C,1,0,ASD,12.33333333,148,119.2232735,M,6
30,B,8,2,1,kha:,E,1,E,1,0,ASD,12.33333333,148,119.2232735,M,6
30,B,9,2,1,khaw,B,3,B,1,1,ASD,12.33333333,148,119.2232735,M,6
30,B,10,2,2,kha:,E,1,E,1,1,ASD,12.33333333,148,119.2232735,M,6
30,B,11,2,2,khaw,B,3,G,0,0,ASD,12.33333333,148,119.2232735,M,6
30,B,12,2,2,khun,C,2,C,1,0,ASD,12.33333333,148,119.2232735,M,6
30,B,13,3,1,phi:,E,1,E,1,0,ASD,12.33333333,148,119.2232735,M,6
30,B,14,3,1,kha:,E,1,C,0,0,ASD,12.33333333,148,119.2232735,M,6
30,B,15,3,1,th7:,G,3,C,0,0,ASD,12.33333333,148,119.2232735,M,6
30,B,16,3,2,kha:,E,1,E,1,0,ASD,12.33333333,148,119.2232735,M,6
30,B,17,3,2,th7:,G,3,C,0,0,ASD,12.33333333,148,119.2232735,M,6
30,B,18,3,2,phi:,E,1,E,1,1,ASD,12.33333333,148,119.2232735,M,6
30,B,19,4,1,phom,C,2,E,0,0,ASD,12.33333333,148,119.2232735,M,6
30,B,20,4,1,khun,C,2,C,1,0,ASD,12.33333333,148,119.2232735,M,6
30,B,21,4,1,khaw,B,3,B,1,0,ASD,12.33333333,148,119.2232735,M,6
30,B,22,4,2,khun,C,2,C,1,0,ASD,12.33333333,148,119.2232735,M,6
30,B,23,4,2,khaw,B,3,G,0,0,ASD,12.33333333,148,119.2232735,M,6
30,B,24,4,2,phom,C,2,E,0,0,ASD,12.33333333,148,119.2232735,M,6
31,B,1,1,1,phi:,E,1,E,1,0,ASD,9.916666667,119,88.91729726,M,3
31,B,2,1,1,phom,C,2,C,1,0,ASD,9.916666667,119,88.91729726,M,3
31,B,3,1,1,th7:,G,3,G,1,0,ASD,9.916666667,119,88.91729726,M,3
31,B,4,1,2,phom,C,2,C,1,0,ASD,9.916666667,119,88.91729726,M,3
31,B,5,1,2,th7:,G,3,G,1,0,ASD,9.916666667,119,88.91729726,M,3
31,B,6,1,2,phi:,E,1,E,1,0,ASD,9.916666667,119,88.91729726,M,3
31,B,7,2,1,khun,C,2,C,1,1,ASD,9.916666667,119,88.91729726,M,3
31,B,8,2,1,kha:,E,1,E,1,2,ASD,9.916666667,119,88.91729726,M,3
31,B,9,2,1,khaw,B,3,B,1,0,ASD,9.916666667,119,88.91729726,M,3
31,B,10,2,2,kha:,E,1,C,0,0,ASD,9.916666667,119,88.91729726,M,3
31,B,11,2,2,khaw,B,3,B,1,0,ASD,9.916666667,119,88.91729726,M,3
31,B,12,2,2,khun,C,2,C,1,0,ASD,9.916666667,119,88.91729726,M,3
31,B,13,3,1,phi:,E,1,E,1,0,ASD,9.916666667,119,88.91729726,M,3
31,B,14,3,1,kha:,E,1,C,0,0,ASD,9.916666667,119,88.91729726,M,3
31,B,15,3,1,th7:,G,3,G,1,0,ASD,9.916666667,119,88.91729726,M,3
31,B,16,3,2,kha:,E,1,C,0,0,ASD,9.916666667,119,88.91729726,M,3
31,B,17,3,2,th7:,G,3,G,1,0,ASD,9.916666667,119,88.91729726,M,3
31,B,18,3,2,phi:,E,1,E,1,0,ASD,9.916666667,119,88.91729726,M,3
31,B,19,4,1,phom,C,2,C,1,0,ASD,9.916666667,119,88.91729726,M,3
31,B,20,4,1,khun,C,2,B,0,1,ASD,9.916666667,119,88.91729726,M,3
31,B,21,4,1,khaw,B,3,B,1,0,ASD,9.916666667,119,88.91729726,M,3
31,B,22,4,2,khun,C,2,C,1,0,ASD,9.916666667,119,88.91729726,M,3
31,B,23,4,2,khaw,B,3,B,1,0,ASD,9.916666667,119,88.91729726,M,3
31,B,24,4,2,phom,C,2,C,1,0,ASD,9.916666667,119,88.91729726,M,3
32,B,1,1,1,phi:,E,1,E,1,0,ASD,10,120,123.3216039,M,3
32,B,2,1,1,phom,C,2,C,1,0,ASD,10,120,123.3216039,M,3
32,B,3,1,1,th7:,G,3,G,1,0,ASD,10,120,123.3216039,M,3
32,B,4,1,2,phom,C,2,C,1,0,ASD,10,120,123.3216039,M,3
32,B,5,1,2,th7:,G,3,G,1,0,ASD,10,120,123.3216039,M,3
32,B,6,1,2,phi:,E,1,E,1,0,ASD,10,120,123.3216039,M,3
32,B,7,2,1,khun,C,2,C,1,0,ASD,10,120,123.3216039,M,3
32,B,8,2,1,kha:,E,1,C,0,0,ASD,10,120,123.3216039,M,3
32,B,9,2,1,khaw,B,3,B,1,0,ASD,10,120,123.3216039,M,3
32,B,10,2,2,kha:,E,1,C,0,0,ASD,10,120,123.3216039,M,3
32,B,11,2,2,khaw,B,3,B,1,0,ASD,10,120,123.3216039,M,3
32,B,12,2,2,khun,C,2,C,1,0,ASD,10,120,123.3216039,M,3
32,B,13,3,1,phi:,E,1,E,1,0,ASD,10,120,123.3216039,M,3
32,B,14,3,1,kha:,E,1,C,0,0,ASD,10,120,123.3216039,M,3
32,B,15,3,1,th7:,G,3,G,1,0,ASD,10,120,123.3216039,M,3
32,B,16,3,2,kha:,E,1,C,0,0,ASD,10,120,123.3216039,M,3
32,B,17,3,2,th7:,G,3,G,1,0,ASD,10,120,123.3216039,M,3
32,B,18,3,2,phi:,E,1,E,1,0,ASD,10,120,123.3216039,M,3
32,B,19,4,1,phom,C,2,C,1,0,ASD,10,120,123.3216039,M,3
32,B,20,4,1,khun,C,2,C,1,0,ASD,10,120,123.3216039,M,3
32,B,21,4,1,khaw,B,3,B,1,0,ASD,10,120,123.3216039,M,3
32,B,22,4,2,khun,C,2,C,1,0,ASD,10,120,123.3216039,M,3
32,B,23,4,2,khaw,B,3,B,1,0,ASD,10,120,123.3216039,M,3
32,B,24,4,2,phom,C,2,C,1,0,ASD,10,120,123.3216039,M,3
33,B,1,1,1,phi:,E,1,C,0,0,ASD,10.33333333,124,91.69922921,M,4
33,B,2,1,1,phom,C,2,C,1,0,ASD,10.33333333,124,91.69922921,M,4
33,B,3,1,1,th7:,G,3,G,1,0,ASD,10.33333333,124,91.69922921,M,4
33,B,4,1,2,phom,C,2,C,1,0,ASD,10.33333333,124,91.69922921,M,4
33,B,5,1,2,th7:,G,3,G,1,0,ASD,10.33333333,124,91.69922921,M,4
33,B,6,1,2,phi:,E,1,E,1,0,ASD,10.33333333,124,91.69922921,M,4
33,B,7,2,1,khun,C,2,C,1,0,ASD,10.33333333,124,91.69922921,M,4
33,B,8,2,1,kha:,E,1,B,0,0,ASD,10.33333333,124,91.69922921,M,4
33,B,9,2,1,khaw,B,3,G,0,0,ASD,10.33333333,124,91.69922921,M,4
33,B,10,2,2,kha:,E,1,B,0,0,ASD,10.33333333,124,91.69922921,M,4
33,B,11,2,2,khaw,B,3,G,0,0,ASD,10.33333333,124,91.69922921,M,4
33,B,12,2,2,khun,C,2,C,1,0,ASD,10.33333333,124,91.69922921,M,4
33,B,13,3,1,phi:,E,1,C,0,0,ASD,10.33333333,124,91.69922921,M,4
33,B,14,3,1,kha:,E,1,B,0,0,ASD,10.33333333,124,91.69922921,M,4
33,B,15,3,1,th7:,G,3,G,1,0,ASD,10.33333333,124,91.69922921,M,4
33,B,16,3,2,kha:,E,1,B,0,0,ASD,10.33333333,124,91.69922921,M,4
33,B,17,3,2,th7:,G,3,G,1,0,ASD,10.33333333,124,91.69922921,M,4
33,B,18,3,2,phi:,E,1,C,0,0,ASD,10.33333333,124,91.69922921,M,4
33,B,19,4,1,phom,C,2,C,1,0,ASD,10.33333333,124,91.69922921,M,4
33,B,20,4,1,khun,C,2,C,1,0,ASD,10.33333333,124,91.69922921,M,4
33,B,21,4,1,khaw,B,3,B,1,0,ASD,10.33333333,124,91.69922921,M,4
33,B,22,4,2,khun,C,2,C,1,0,ASD,10.33333333,124,91.69922921,M,4
33,B,23,4,2,khaw,B,3,B,1,0,ASD,10.33333333,124,91.69922921,M,4
33,B,24,4,2,phom,C,2,C,1,0,ASD,10.33333333,124,91.69922921,M,4
34,B,1,1,1,phi:,E,1,E,1,0,ASD,10,120,107.4377552,F,4
34,B,2,1,1,nu:,C,2,C,1,0,ASD,10,120,107.4377552,F,4
34,B,3,1,1,th7:,G,3,B,0,0,ASD,10,120,107.4377552,F,4
34,B,4,1,2,nu:,C,2,C,1,0,ASD,10,120,107.4377552,F,4
34,B,5,1,2,th7:,G,3,B,0,0,ASD,10,120,107.4377552,F,4
34,B,6,1,2,phi:,E,1,E,1,0,ASD,10,120,107.4377552,F,4
34,B,7,2,1,khun,C,2,C,1,0,ASD,10,120,107.4377552,F,4
34,B,8,2,1,kha:,E,1,G,0,0,ASD,10,120,107.4377552,F,4
34,B,9,2,1,khaw,B,3,E,0,0,ASD,10,120,107.4377552,F,4
34,B,10,2,2,kha:,E,1,B,0,0,ASD,10,120,107.4377552,F,4
34,B,11,2,2,khaw,B,3,E,0,0,ASD,10,120,107.4377552,F,4
34,B,12,2,2,khun,C,2,C,1,0,ASD,10,120,107.4377552,F,4
34,B,13,3,1,phi:,E,1,E,1,0,ASD,10,120,107.4377552,F,4
34,B,14,3,1,kha:,E,1,G,0,0,ASD,10,120,107.4377552,F,4
34,B,15,3,1,th7:,G,3,C,0,0,ASD,10,120,107.4377552,F,4
34,B,16,3,2,kha:,E,1,B,0,0,ASD,10,120,107.4377552,F,4
34,B,17,3,2,th7:,G,3,C,0,0,ASD,10,120,107.4377552,F,4
34,B,18,3,2,phi:,E,1,E,1,0,ASD,10,120,107.4377552,F,4
34,B,19,4,1,nu:,C,2,C,1,0,ASD,10,120,107.4377552,F,4
34,B,20,4,1,khun,C,2,B,0,0,ASD,10,120,107.4377552,F,4
34,B,21,4,1,khaw,B,3,E,0,0,ASD,10,120,107.4377552,F,4
34,B,22,4,2,khun,C,2,C,1,0,ASD,10,120,107.4377552,F,4
34,B,23,4,2,khaw,B,3,B,1,0,ASD,10,120,107.4377552,F,4
34,B,24,4,2,nu:,C,2,C,1,0,ASD,10,120,107.4377552,F,4
35,C,1,1,1,th7:,G,3,C,0,0,ASD,10.83333333,130,94.220193,M,4
35,C,2,1,1,phi:,E,1,E,1,0,ASD,10.83333333,130,94.220193,M,4
35,C,3,1,1,kha:,E,1,G,0,0,ASD,10.83333333,130,94.220193,M,4
35,C,4,1,2,phi:,E,1,E,1,0,ASD,10.83333333,130,94.220193,M,4
35,C,5,1,2,kha:,E,1,C,0,1,ASD,10.83333333,130,94.220193,M,4
35,C,6,1,2,th7:,G,3,C,0,0,ASD,10.83333333,130,94.220193,M,4
35,C,7,2,1,th7:,G,3,C,0,0,ASD,10.83333333,130,94.220193,M,4
35,C,8,2,1,phi:,E,1,E,1,0,ASD,10.83333333,130,94.220193,M,4
35,C,9,2,1,phom,C,2,C,1,0,ASD,10.83333333,130,94.220193,M,4
35,C,10,2,2,phi:,E,1,E,1,0,ASD,10.83333333,130,94.220193,M,4
35,C,11,2,2,phom,C,2,C,1,0,ASD,10.83333333,130,94.220193,M,4
35,C,12,2,2,th7:,G,3,G,1,0,ASD,10.83333333,130,94.220193,M,4
35,C,13,3,1,khaw,B,3,B,1,0,ASD,10.83333333,130,94.220193,M,4
35,C,14,3,1,phom,C,2,C,1,0,ASD,10.83333333,130,94.220193,M,4
35,C,15,3,1,khun,C,2,C,1,0,ASD,10.83333333,130,94.220193,M,4
35,C,16,3,2,phom,C,2,C,1,0,ASD,10.83333333,130,94.220193,M,4
35,C,17,3,2,khun,C,2,B,0,0,ASD,10.83333333,130,94.220193,M,4
35,C,18,3,2,khaw,B,3,E,0,0,ASD,10.83333333,130,94.220193,M,4
35,C,19,4,1,khaw,B,3,C,0,0,ASD,10.83333333,130,94.220193,M,4
35,C,20,4,1,khun,C,2,C,1,0,ASD,10.83333333,130,94.220193,M,4
35,C,21,4,1,kha:,E,1,C,0,0,ASD,10.83333333,130,94.220193,M,4
35,C,22,4,2,khun,C,2,C,1,0,ASD,10.83333333,130,94.220193,M,4
35,C,23,4,2,kha:,E,1,B,0,0,ASD,10.83333333,130,94.220193,M,4
35,C,24,4,2,khaw,B,3,G,0,0,ASD,10.83333333,130,94.220193,M,4
38,A,1,1,1,kha:,E,1,E,1,1,TD,7.916666667,95,128.2119041,M,3
38,A,2,1,1,khaw,B,3,C,0,2,TD,7.916666667,95,128.2119041,M,3
38,A,3,1,1,khun,C,2,C,1,0,TD,7.916666667,95,128.2119041,M,3
38,A,4,1,2,khaw,B,3,B,1,0,TD,7.916666667,95,128.2119041,M,3
38,A,5,1,2,khun,C,2,C,1,0,TD,7.916666667,95,128.2119041,M,3
38,A,6,1,2,kha:,E,1,E,1,0,TD,7.916666667,95,128.2119041,M,3
38,A,7,2,1,khun,C,2,C,1,1,TD,7.916666667,95,128.2119041,M,3
38,A,8,2,1,khaw,B,3,G,0,0,TD,7.916666667,95,128.2119041,M,3
38,A,9,2,1,phom,C,2,C,1,1,TD,7.916666667,95,128.2119041,M,3
38,A,10,2,2,khaw,B,3,B,1,0,TD,7.916666667,95,128.2119041,M,3
38,A,11,2,2,phom,C,2,C,1,0,TD,7.916666667,95,128.2119041,M,3
38,A,12,2,2,khun,C,2,G,0,0,TD,7.916666667,95,128.2119041,M,3
38,A,13,3,1,phom,C,2,C,1,0,TD,7.916666667,95,128.2119041,M,3
38,A,14,3,1,th7:,G,3,G,1,0,TD,7.916666667,95,128.2119041,M,3
38,A,15,3,1,phi:,E,1,E,1,0,TD,7.916666667,95,128.2119041,M,3
38,A,16,3,2,th7:,G,3,G,1,0,TD,7.916666667,95,128.2119041,M,3
38,A,17,3,2,phi:,E,1,E,1,0,TD,7.916666667,95,128.2119041,M,3
38,A,18,3,2,phom,C,2,C,1,0,TD,7.916666667,95,128.2119041,M,3
38,A,19,4,1,kha:,E,1,E,1,0,TD,7.916666667,95,128.2119041,M,3
38,A,20,4,1,th7:,G,3,G,1,0,TD,7.916666667,95,128.2119041,M,3
38,A,21,4,1,phi:,E,1,E,1,0,TD,7.916666667,95,128.2119041,M,3
38,A,22,4,2,th7:,G,3,G,1,0,TD,7.916666667,95,128.2119041,M,3
38,A,23,4,2,phi:,E,1,E,1,0,TD,7.916666667,95,128.2119041,M,3
38,A,24,4,2,kha:,E,1,B,0,0,TD,7.916666667,95,128.2119041,M,3
39,C,1,1,1,th7:,G,3,G,1,0,TD,8.583333333,103,123.3216039,M,3
39,C,2,1,1,phi:,E,1,E,1,0,TD,8.583333333,103,123.3216039,M,3
39,C,3,1,1,kha:,E,1,C,0,0,TD,8.583333333,103,123.3216039,M,3
39,C,4,1,2,phi:,E,1,E,1,0,TD,8.583333333,103,123.3216039,M,3
39,C,5,1,2,kha:,E,1,C,0,0,TD,8.583333333,103,123.3216039,M,3
39,C,6,1,2,th7:,G,3,G,1,0,TD,8.583333333,103,123.3216039,M,3
39,C,7,2,1,th7:,G,3,G,1,0,TD,8.583333333,103,123.3216039,M,3
39,C,8,2,1,phi:,E,1,E,1,0,TD,8.583333333,103,123.3216039,M,3
39,C,9,2,1,phom,C,2,C,1,0,TD,8.583333333,103,123.3216039,M,3
39,C,10,2,2,phi:,E,1,E,1,0,TD,8.583333333,103,123.3216039,M,3
39,C,11,2,2,phom,C,2,C,1,0,TD,8.583333333,103,123.3216039,M,3
39,C,12,2,2,th7:,G,3,G,1,0,TD,8.583333333,103,123.3216039,M,3
39,C,13,3,1,khaw,B,3,B,1,0,TD,8.583333333,103,123.3216039,M,3
39,C,14,3,1,phom,C,2,C,1,0,TD,8.583333333,103,123.3216039,M,3
39,C,15,3,1,khun,C,2,B,0,0,TD,8.583333333,103,123.3216039,M,3
39,C,16,3,2,phom,C,2,C,1,0,TD,8.583333333,103,123.3216039,M,3
39,C,17,3,2,khun,C,2,B,0,0,TD,8.583333333,103,123.3216039,M,3
39,C,18,3,2,khaw,B,3,E,0,0,TD,8.583333333,103,123.3216039,M,3
39,C,19,4,1,khaw,B,3,B,1,0,TD,8.583333333,103,123.3216039,M,3
39,C,20,4,1,khun,C,2,C,1,0,TD,8.583333333,103,123.3216039,M,3
39,C,21,4,1,kha:,E,1,E,1,0,TD,8.583333333,103,123.3216039,M,3
39,C,22,4,2,khun,C,2,C,1,0,TD,8.583333333,103,123.3216039,M,3
39,C,23,4,2,kha:,E,1,E,1,0,TD,8.583333333,103,123.3216039,M,3
39,C,24,4,2,khaw,B,3,B,1,0,TD,8.583333333,103,123.3216039,M,3
40,C,1,1,1,th7:,G,3,C,0,0,TD,8.666666667,104,87.3756815,M,3
40,C,2,1,1,phi:,E,1,E,1,0,TD,8.666666667,104,87.3756815,M,3
40,C,3,1,1,kha:,E,1,E,1,2,TD,8.666666667,104,87.3756815,M,3
40,C,4,1,2,phi:,E,1,E,1,0,TD,8.666666667,104,87.3756815,M,3
40,C,5,1,2,kha:,E,1,C,0,1,TD,8.666666667,104,87.3756815,M,3
40,C,6,1,2,th7:,G,3,G,1,0,TD,8.666666667,104,87.3756815,M,3
40,C,7,2,1,th7:,G,3,G,1,0,TD,8.666666667,104,87.3756815,M,3
40,C,8,2,1,phi:,E,1,E,1,0,TD,8.666666667,104,87.3756815,M,3
40,C,9,2,1,phom,C,2,C,1,1,TD,8.666666667,104,87.3756815,M,3
40,C,10,2,2,phi:,E,1,E,1,0,TD,8.666666667,104,87.3756815,M,3
40,C,11,2,2,phom,C,2,C,1,0,TD,8.666666667,104,87.3756815,M,3
40,C,12,2,2,th7:,G,3,G,1,0,TD,8.666666667,104,87.3756815,M,3
40,C,13,3,1,khaw,B,3,B,1,0,TD,8.666666667,104,87.3756815,M,3
40,C,14,3,1,phom,C,2,C,1,0,TD,8.666666667,104,87.3756815,M,3
40,C,15,3,1,khun,C,2,G,0,0,TD,8.666666667,104,87.3756815,M,3
40,C,16,3,2,phom,C,2,C,1,0,TD,8.666666667,104,87.3756815,M,3
40,C,17,3,2,khun,C,2,B,0,0,TD,8.666666667,104,87.3756815,M,3
40,C,18,3,2,khaw,B,3,G,0,0,TD,8.666666667,104,87.3756815,M,3
40,C,19,4,1,khaw,B,3,G,0,0,TD,8.666666667,104,87.3756815,M,3
40,C,20,4,1,khun,C,2,C,1,0,TD,8.666666667,104,87.3756815,M,3
40,C,21,4,1,kha:,E,1,B,0,0,TD,8.666666667,104,87.3756815,M,3
40,C,22,4,2,khun,C,2,G,0,0,TD,8.666666667,104,87.3756815,M,3
40,C,23,4,2,kha:,E,1,B,0,0,TD,8.666666667,104,87.3756815,M,3
40,C,24,4,2,khaw,B,3,C,0,0,TD,8.666666667,104,87.3756815,M,3
41,B,1,1,1,phi:,E,1,E,1,0,TD,8.75,105,155.7852473,M,3
41,B,2,1,1,phom,C,2,C,1,0,TD,8.75,105,155.7852473,M,3
41,B,3,1,1,th7:,G,3,G,1,0,TD,8.75,105,155.7852473,M,3
41,B,4,1,2,phom,C,2,C,1,0,TD,8.75,105,155.7852473,M,3
41,B,5,1,2,th7:,G,3,G,1,0,TD,8.75,105,155.7852473,M,3
41,B,6,1,2,phi:,E,1,E,1,0,TD,8.75,105,155.7852473,M,3
41,B,7,2,1,khun,C,2,C,1,0,TD,8.75,105,155.7852473,M,3
41,B,8,2,1,kha:,E,1,E,1,0,TD,8.75,105,155.7852473,M,3
41,B,9,2,1,khaw,B,3,B,1,0,TD,8.75,105,155.7852473,M,3
41,B,10,2,2,kha:,E,1,E,1,0,TD,8.75,105,155.7852473,M,3
41,B,11,2,2,khaw,B,3,B,1,0,TD,8.75,105,155.7852473,M,3
41,B,12,2,2,khun,C,2,C,1,0,TD,8.75,105,155.7852473,M,3
41,B,13,3,1,phi:,E,1,E,1,0,TD,8.75,105,155.7852473,M,3
41,B,14,3,1,kha:,E,1,E,1,0,TD,8.75,105,155.7852473,M,3
41,B,15,3,1,th7:,G,3,G,1,0,TD,8.75,105,155.7852473,M,3
41,B,16,3,2,kha:,E,1,E,1,0,TD,8.75,105,155.7852473,M,3
41,B,17,3,2,th7:,G,3,E,0,0,TD,8.75,105,155.7852473,M,3
41,B,18,3,2,phi:,E,1,E,1,0,TD,8.75,105,155.7852473,M,3
41,B,19,4,1,phom,C,2,C,1,0,TD,8.75,105,155.7852473,M,3
41,B,20,4,1,khun,C,2,C,1,0,TD,8.75,105,155.7852473,M,3
41,B,21,4,1,khaw,B,3,B,1,0,TD,8.75,105,155.7852473,M,3
41,B,22,4,2,khun,C,2,C,1,0,TD,8.75,105,155.7852473,M,3
41,B,23,4,2,khaw,B,3,G,0,0,TD,8.75,105,155.7852473,M,3
41,B,24,4,2,phom,C,2,C,1,0,TD,8.75,105,155.7852473,M,3
42,C,1,1,1,th7:,G,3,C,0,0,TD,9.083333333,109,155.7852473,M,4
42,C,2,1,1,phi:,E,1,E,1,0,TD,9.083333333,109,155.7852473,M,4
42,C,3,1,1,kha:,E,1,B,0,0,TD,9.083333333,109,155.7852473,M,4
42,C,4,1,2,phi:,E,1,E,1,0,TD,9.083333333,109,155.7852473,M,4
42,C,5,1,2,kha:,E,1,B,0,0,TD,9.083333333,109,155.7852473,M,4
42,C,6,1,2,th7:,G,3,G,1,0,TD,9.083333333,109,155.7852473,M,4
42,C,7,2,1,th7:,G,3,G,1,0,TD,9.083333333,109,155.7852473,M,4
42,C,8,2,1,phi:,E,1,E,1,0,TD,9.083333333,109,155.7852473,M,4
42,C,9,2,1,phom,C,2,C,1,0,TD,9.083333333,109,155.7852473,M,4
42,C,10,2,2,phi:,E,1,E,1,0,TD,9.083333333,109,155.7852473,M,4
42,C,11,2,2,phom,C,2,C,1,0,TD,9.083333333,109,155.7852473,M,4
42,C,12,2,2,th7:,G,3,G,1,0,TD,9.083333333,109,155.7852473,M,4
42,C,13,3,1,khaw,B,3,B,1,0,TD,9.083333333,109,155.7852473,M,4
42,C,14,3,1,phom,C,2,C,1,0,TD,9.083333333,109,155.7852473,M,4
42,C,15,3,1,khun,C,2,G,0,0,TD,9.083333333,109,155.7852473,M,4
42,C,16,3,2,phom,C,2,C,1,0,TD,9.083333333,109,155.7852473,M,4
42,C,17,3,2,khun,C,2,B,0,0,TD,9.083333333,109,155.7852473,M,4
42,C,18,3,2,khaw,B,3,G,0,0,TD,9.083333333,109,155.7852473,M,4
